count, RK_W, RC_W, RF_W, RH_W, WK_W, WC_W, WF_W, WH_W,Winner, W_P, W_K, R_P, R_K, turns
1, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, None, 2, 2, 0, 1, 114
